ID	ImageNum	Title	Filename	OriginalFilename	Author	Year1stPub	BildSource	Caption	ELibrary	CXDatabase	SourcesDB	Ullibrary	Nix	Marked	Publishist	Format	SoFRefID	SoFDate
2872	BL2872	US Intervention	BL2872-USIntervention.jpg					US Intervention		True								
2873	BL2873	IrwinToys	BL2873-IrwinToys.jpg					IrwinToys		True								
2874	BL2874	Sistren	BL2874a-Sistren.jpg					Sistren		True								
2875	BL2875	TCLSAC	BL2875a-TCLSAC.jpg					TCLSAC		True								
2876	BL2876	Clarion Invitation	BL2876-ClarionI(nvitation.jpg					Clarion Invitation		True								
2877	BL2877	Interest Rates	BL2877-InterestRates.jpg					Interest Rates		True								
2878	BL2878	Sole Support Mothers	BL2878a-SoleSupportMothers.jpg					Sole Support Mothers		True								
2879	BL2879	Themptander	BL2879-Themptander.jpg					Themptander		True								
2880	BL2880	Defend Polish Workers	BL2880a-DefendPolishWorkers.jpg					Defend Polish Workers		True								
2881	BL2881	Revolution in Seattle	BL2881-RevolutioninSeattle.jpg					Revolution in Seattle		True								
2882	BL2882	Network of Light	BL2882a-NetworkofLight.jpg					Network of Light		True								
2883	BL2883	Expanded Evolution	BL2883-ExpandedEvolution.jpg					Expanded Evolution		True								
2884	BL2884	Peaceful Earth	BL2884a-PeacefulEarth.jpg					Peaceful Earth		True								
2885	BL2885	Peace Global Day	BL2885-PeaceGlobalDay.jpg					Peace Global Day		True								
2886	BL2886	Non Nuclear Network	BL2886-NonNuclearNetwork.jpg					Non Nuclear Network		True								
2887	BL2887	Red Army Faction	BL2887-RedArmyFaction.jpg					Red Army Faction		True								
2888	BL2888	Kill the rich Feed the Poor	BL2888-KilltherichFeedthePoor.jpg					Kill the rich Feed the Poor		True								
2889	BL2889	RAF	BL2889-RAF.jpg					RAF		True								
2890	BL2890	Revolutionary Action	BL2890-RevolutionaryAction.jpg					Revolutionary Action		True								
2891	BL2891	Destroy	BL2891-Destroy.jpg					Destroy		True								
2892	BL2892	Against Model West Germany	BL2892a-AgainstModelWestGermany.jpg					Against Model West Germany		True								
2893	BL2893	Seven News brochure	BL2893a-SevenNewsbrochure.jpg					Seven News brochure		True								
2894	BL2894	Medical Reform Group	BL2894a-MedicalReformGroup.jpg					Medical Reform Group		True								
2895	BL2895	Animal Rights Network	BL2895a-AnimalRightsNetwork.jpg					Animal Rights Network		True								
2896	BL2896	Toronto Clarion	BL2896a-TorontoClarion.jpg					Toronto Clarion		True								
2897	BL2897	Oxfam Dene	BL2897a-OxfamDene.jpg					Oxfam Dene		True								
2898	BL2898	NataivePoliticalPrisoners	BL2898-NataivePoliticalPrisoners.jpg					NataivePoliticalPrisoners		True								
2899	BL2899	Demo Native People	BL2899a-DemoNativePeople.jpg					Demo Native People		True								
2900	BL2900	Native Protest	BL2900-NativeProtest.jpg					Native Protest		True								
2901	BL2901	New Toronto Newspaper	BL2901-NewTorontoNewspaper.jpg					New Toronto Newspaper		True								
2902	BL2902	Soviet Political Prisoners	BL2902-SovietPoliticalPrisoners.jpg					Soviet Political Prisoners		True								
2903	BL2903	Soviet Political Prisoners	BL2903-SovietPoliticalPrisoners.jpg					Soviet Political Prisoners		True								
2904	BL2904	Leonid Plyushch	BL2904a-LeonidPlyushch.jpg					Leonid Plyushch		True								
2905	BL2905	Toronto Warrior Society	BL2905-TorontoWarriorSociety.jpg					Toronto Warrior Society		True								
2906	BL2906	Betterread	BL2906-Betterread.jpg					Betterread		True								
2907	BL2907	Mummers	BL2907-Mummers.jpg					Mummers		True								
2908	BL2908	Price of Fish	BL2908-PriceofFish.jpg					Price of Fish		True								
2909	BL2909	Jailed Polish Workers	BL2909a-JailedPolishWorkers.jpg					Jailed Polish Workers		True								
2910	BL2910	Support Japanese Comrades	BL2910-SupportJapaneseComrades.jpg					Support Japanese Comrades		True								
2911	BL2911	Resistance Against Terrorism	BL2911a-ResistanceAgainstTerrorism.jpg					Resistance Against Terrorism		True								
2912	BL2912	Unemployment Meeting	BL2912-UnemploymentMeeting.jpg					Unemployment Meeting		True								
2913	BL2913	Greenpeace	BL2913-Greenpeace.jpg					Greenpeace		True								
2914	BL2914	Darlington Occupation	BL2914-DarlingtonOccupation.jpg					Darlington Occupation		True								
2915	BL2915	Annex AntiNuke	BL2915a-AnnexAntiNuke.jpg					Annex AntiNuke		True								
2916	BL2916	CUP Alternative Resources	BL2916-CUP-AlternativeResources.jpg					CUP Alternative Resources		True								
2917	BL2917	Hearst Kidnapping	BL2917a-HearstKidnapping.jpg					Hearst Kidnapping		True								
2918	BL2918	Charlotte Bunch	BL2918-CharlotteBunch.jpg					Charlotte Bunch		True								
2919	BL2919	Union WAGE	BL2919-UnionWAGE.jpg					Union WAGE		True								
2920	BL2920	Political Behaviourism	BL2920-PoliticalBehaviourism.jpg					Political Behaviourism		True								
2921	BL2921	Quota Petition	BL2921-QuotaPetition.jpg					Quota Petition		True								
2922	BL2922	Handwritten Notes Chinese CP	BL2922-HandwrittenNotesChineseCP.jpg					Handwritten Notes Chinese CP		True								
2923	BL2923	Overtime	BL2923a-Overtime.jpg					Overtime		True								
2924	BL2924	HistoricSetback	BL2924a-HistoricSetback.jpg					HistoricSetback		True								
2925	BL2925	WorkingWomen	BL2925-WorkingWomen.jpg					WorkingWomen		True								
2926	BL2926	Tigercartoon	BL2926-Tigercartoon.jpg					Tigercartoon		True								
2927	BL2927	Autoworkers	BL2927a-Autoworkers.jpg					Autoworkers		True								
2928	BL2928	Chile	BL2928-Chile.jpg					Chile		True								
2929	BL2929	Why Do They Hate Us	BL2929-WhyDoTheyHateUs					Why Do They Hate Us										
2930	BL2930	Joshua Horn	BL2930-JoshuaHorn.jpg					Joshua Horn		True								
2931	BL2931	Bob Bettson	BL2931-BobBettson.jpg					Bob Bettson										
2932	BL2932	Henry Lowi, Ulli Diemer, Mark Arnold, at Federico Allodi's	BL2932-HenryLowiUlliDiemerMarkArnold.jpg			2009		Henry Lowi, Ulli Diemer, Mark Arnold, at Federico Allodi's										
2933	BL2933	Ulli's office at 489 College	BL2933-UllisOffice-489College-DSCN0125.jpg					Ulli's office at 489 College										
2934	BL2934	Ulli's office at 489 College	BL2934-UllisOffice-489College-DSCN0130.jpg					Ulli's office at 489 College										
2935	BL2935	Ulli	BL2935-Ulli-DSC03268.JPG					Ulli										
2936	BL2936	Ulli	BL2936-Ulli-DSC03269.JPG					Ulli										
2937	BL2937	Ulli	BL2937-Ulli-DSC03270.JPG					Ulli										
2938	BL2938	Ulli	BL2938-Ulli-DSC03272.JPG					Ulli										
2939	BL2939	Danish cartoons	BL2939-DanishCartoons.jpg					Danish cartoons		True								
2940	BL2940	Female Orgasm cartoon	BL2940-FemaleOrgasm.jpg					Female Orgasm cartoon		True								
2941	BL2941	Frank M. Hatashite and K	BL2941-HatashitaAndK.jpg					Frank M. Hatashite and K										
2942	BL2942	Moira Johnston	BL2942-MoiraJohnston1.jpg					Moira Johnston					True					
2943	BL2943	Mobiles	BL2943-Mobiles.png					Mobiles										
2944	BL2944	Woman on a Limb	BL2944-OnaLimb.jpg					Woman on a Limb					True					
2945	BL2945	Pumpkin giving birth	BL2945-PumpkinBirth.jpg					Pumpkin giving birth										
2946	BL2946	Topless Protest	BL2946-ToplessProtest.jpg					Topless Protest		True			True					
2947	BL2947	Bruce Amos chess	BL2947-AmosBruce.jpg					Bruce Amos chess										
2948	BL2948	New Yorker Sub Offer	BL2948-NewYorkerSubOffer.jpg					New Yorker Sub Offer										
2949	BL2949	Anarchism Diagram	BL2949-AnarchismDiagram.jpg					Anarchism Diagram		True								
2950	BL2950	Marthas Map	BL2950-MarthasMap.jpg					Marthas Map				True						
2951	BL2951	GreyCounty	BL2951-GreyCounty.jpg					GreyCounty				True						
2952	BL2952	AlgonquinMap	BL2952-AlgonquinMap.jpg					AlgonquinMap				True						
2953	BL2953	OxtongueLakeMap	BL2953-OxtongueLakeMap.jpg					OxtongueLakeMap				True						
2954	BL2954	Hawaii01	BL2954-Hawaii01.jpg					Hawaii01										
2955	BL2955	Hawaii02	BL2955-Hawaii02.jpg					Hawaii02										
2956	BL2956	Hawaii03	BL2956-Hawaii03.jpg					Hawaii03										
2957	BL2957	Hawaii04	BL2957-Hawaii04.jpg					Hawaii04										
2958	BL2958	Canada Distance Chart	BL2958-CanadaDistanceChart.jpg					Canada Distance Chart										
2959	BL2959	Kouchibouguac 1	BL2959-Kouchibouguac1.jpg					Kouchibouguac 1				True						
2960	BL2960	Kouchibouguac 2	BL2960-Kouchibouguac2.jpg					Kouchibouguac 2				True						
2961	BL2961	AcadianIsles	BL2961-AcadianIsles.jpg					AcadianIsles				True						
2962	BL2962	New Brunswick Map Acadia	BL2962-NewBrunswickMapAcadia.jpg					New Brunswick Map Acadia				True						
2963	BL2963	Miriam Regent Park 2012	BL2963-Miriam-RegentPark2012.jpg			2012		Miriam Regent Park 2012				True						
2964	BL2964	Chess Board	BL2964-1000px-Chess_Board.svg.png					Chess Board										
2965	BL2965	Chess Board	BL2965-2000px-Chess_Board.svg.png					Chess Board										
2966	BL2966	AcademicTalkTranslated	BL2966-AcademicTalkTranslated.jpg					AcademicTalkTranslated		True								
2967	BL2967	Ancestors	BL2967-Ancestors.jpg					Ancestors		True								
2968	BL2968	Anti-Globalization	BL2968-AntiGlobalization.jpg					Anti-Globalization		True								
2969	BL2969	Bad Analogies	BL2969-BadAnalogies.jpg					Bad Analogies		True								
2970	BL2970	Bank Bailout	BL2970-BankBailout.jpg					Bank Bailout		True								
2971	BL2971	Best or Worst	BL2971-BestorWorst.jpg					Best or Worst		True								
2972	BL2972	Big Brothers New World	BL2972-BigBrothersNewWorld.jpg					Big Brothers New World		True								
2973	BL2973	Big Government	BL2973-BigGovernment.jpg					Big Government		True								
2974	BL2974	Big Oil	BL2974-BigOil.jpg					Big Oil		True								
2975	BL2975	Bike	BL2975-Bike.jpg					Bike		True								
2976	BL2976	Brain Foods	BL2976-BrainFoods.jpg					Brain Foods		True								
2977	BL2977	Business Church	BL2977-BusinessChurch.jpg					Business Church		True								
2978	BL2978	Business Complains	BL2978-BusinessComplains.jpg					Business Complains		True								
2979	BL2979	Calvin Hobbes Humour	BL2979-CalvinHobbesHumour.jpg					Calvin Hobbes Humour		True								
2980	BL2980	Calvin Hobbes Ignorance	BL2980-CalvinHobbesIgnorance.jpg					Calvin Hobbes Ignorance		True								
2981	BL2981	Capitalism Has Crashed	BL2981-CapitalismHasCrashed.jpg					Capitalism Has Crashed		True								
2982	BL2982	Carlin on ProLife	BL2982-CarlinonProLife.jpg					Carlin on ProLife		True								
2983	BL2983	Choose the Better Candidate	BL2983-ChoosetheBetterCandidate.jpg					Choose the Better Candidate		True								
2984	BL2984	Civil Disobedience	BL2984-CivilDisobedience.jpg					Civil Disobedience		True								
2985	BL2985	Closed	BL2985-Closed.jpg					Closed		True								
2986	BL2986	Colombian Coke float	BL2986-ColombianCokefloat.jpg					Colombian Coke float		True								
2987	BL2987	Contradictions of Capitalism	BL2987-ContradictionsofCapitalism.jpg					Contradictions of Capitalism		True								
2988	BL2988	Daily Sense of Loss	BL2988-DailySenseofLoss.jpg					Daily Sense of Loss		True								
2989	BL2989	Dance in the Rain	BL2989-DanceintheRain.jpg					Dance in the Rain		True								
2990	BL2990	Danger Philosophy	BL2990-DangerPhilosophy.jpg					Danger Philosophy		True								
2991	BL2991	Day Everything Changed	BL2991-DayEverythingChanged.jpg					Day Everything Changed		True								
2992	BL2992	Dear Jimmy	BL2992-DearJimmy.jpg					Dear Jimmy		True								
2993	BL2993	Demo & Media	BL2993-Demo&Media.jpg					Demo & Media		True								
2994	BL2994	Drink & Calculus	BL2994-Drink&Calculus.jpg					Drink & Calculus		True								
2995	BL2995	Drug Against Wars	BL2995-DrugAgainstWars.jpg					Drug Against Wars		True								
2996	BL2996	Dungbeetle	BL2996-Dungbeetle.jpg					Dungbeetle										
2997	BL2997	Dungbeetle	BL2997-Dungbeetle2.jpg					Dungbeetle										
2998	BL2998	DungBeetle on dung.	BL2998-DungBeetle-on-dung.JPG					DungBeetle on dung.										
2999	BL2999	Dungbeetle	BL2999-Dungbeetles-MelisaBeveridge.gif					Dungbeetle										
3000	BL3000	Economic Resiliency	BL3000-EconomicResiliency.jpg					Economic Resiliency		True								
3001	BL3001	Election Fraud	BL3001-ElectionFraud.jpg					Election Fraud		True								
3002	BL3002	Enf of World Scenario	BL3002-EnfofWorldScenario.jpg					Enf of World Scenario		True								
3003	BL3003	Everybody is a Genius	BL3003-EverybodyisaGenius.jpg					Everybody is a Genius		True								
3004	BL3004	Every Woman a Millionaire	BL3004-EveryWomanaMillionaire.jpg					Every Woman a Millionaire		True								
3005	BL3005	Exceptionalism	BL3005-Exceptionalism.jpg					Exceptionalism		True								
3006	BL3006	Extractive Machine	BL3006-ExtractiveMachine.jpg					Extractive Machine		True								
3007	BL3007	Extrovert Introvert	BL3007-ExtrovertIntrovert.jpg					Extrovert Introvert		True								
3008	BL3008	Facebook Removed Content	BL3008-FacebookRemovedContent.jpg					Facebook Removed Content		True								
3009	BL3009	Farm Labour South Africa	BL3009-FarmLabourSouthAfrica.jpg					Farm Labour South Africa		True								
3010	BL3010	Food Subsidies	BL3010-FoodSubsidies.jpg					Food Subsidies		True								
3011	BL3011	Fox News	BL3011-FoxNews.jpg					Fox News		True								
3012	BL3012	Fox News Birmingham	BL3012-FoxNewsBirmingham.jpg					Fox News Birmingham		True								
3013	BL3013	Free Market Capitalism	BL3013-FreeMarketCapitalism.jpg					Free Market Capitalism		True								
3014	BL3014	Friendly Drone	BL3014-FriendlyDrone.jpg					Friendly Drone		True								
3015	BL3015	Gay Stoned	BL3015-GayStoned.jpg					Gay Stoned		True								
3016	BL3016	Giant Hat	BL3016-GiantHat.jpg					Giant Hat		True								
3017	BL3017	Give a Man a Bank	BL3017-GiveaManaBank.jpg					Give a Man a Bank		True								
3018	BL3018	Give a Man A Gun	BL3018-GiveaManAGun.jpg					Give a Man A Gun		True								
3019	BL3019	Goldman Sachs	BL3019-GoldmanSachs.jpg					Goldman Sachs		True								
3020	BL3020	Good Writer	BL3020-GoodWriter.jpg					Good Writer		True								
3021	BL3021	Google Grammar Matters	BL3021-GoogleGrammarMatters.jpg					Google Grammar Matters		True								
3022	BL3022	Greek Election Results	BL3022-GreekElectionResults.jpg					Greek Election Results		True								
3023	BL3023	Halloween Doorman	BL3023-HalloweenDoorman.JPG					Halloween Doorman										
3024	BL3024	Harper Doubletalk	BL3024-HarperDoubletalk.jpg					Harper Doubletalk		True								
3025	BL3025	Harper Economics	BL3025-HarperEconomics.jpg					Harper Economics		True								
3026	BL3026	Higgs	BL3026-Higgs.jpg					Higgs										
3027	BL3027	Hiker Bikers	BL3027-HikerBikers.jpg					Hiker Bikers										
3028	BL3028	Hotel Doorman	BL3028-HotelDoorman.GIF					Hotel Doorman										
3029	BL3029	Hot Outside	BL3029-HotOutside.jpg					Hot Outside										
3030	BL3030	How to Write Good	BL3030-HowtoWriteGood.jpg					How to Write Good										
3031	BL3031	Huelga General	BL3031-HuelgaGeneral.jpg					Huelga General		True								
3032	BL3032	IKEA Job Interview	BL3032-IKEAJobInterview.jpg					IKEA Job Interview										
3033	BL3033	ImportantThings	BL3033-ImportantThings.jpg					ImportantThings		True								
3034	BL3034	Incarceration Rates	BL3034-IncarcerationRates.jpg					Incarceration Rates		True								
3035	BL3035	Incorrect Notes	BL3035-IncorrectNotes.jpg					Incorrect Notes		True								
3036	BL3036	Informed Sane	BL3036-InformedSane.jpg					Informed Sane		True								
3037	BL3037	Interlocking	BL3037-Interlocking.jpg					Interlocking		True								
3038	BL3038	In the Box	BL3038-IntheBox.jpg					In the Box		True								
3039	BL3039	Iran Wants War	BL3039-IranWantsWar.jpg					Iran Wants War		True								
3040	BL3040	Jekyll	BL3040-Jekyll.jpg					Jekyll										
3041	BL3041	Judging Genius	BL3041-JudgingGenius.jpg					Judging Genius										
3042	BL3042	Justin Bieber Never Let You Go	BL3042-JustinBieber-NeverLetYouGo.jpg					Justin Bieber Never Let You Go										
3043	BL3043	Katzenmusik	BL3043-Katzenmusik.jpg					Katzenmusik										
3044	BL3044	Lazy is Not a Handicap	BL3044-LazyisNotaHandicap.jpg					Lazy is Not a Handicap		True								
3045	BL3045	Less Government	BL3045-LessGovernment.jpg					Less Government		True								
3046	BL3046	Librarians	BL3046-Librarians.jpg					Librarians										
3047	BL3047	Malalah Yousufzai	BL3047-MalalahYousufzai.jpeg					Malalah Yousufzai		True								
3048	BL3048	Marriage in the Bible	BL3048-MarriageintheBible.jpg					Marriage in the Bible		True								
3049	BL3049	Mass Shootings	BL3049-MassShootings.jpg					Mass Shootings		True								
3050	BL3050	Money in the Toilet	BL3050-MoneyintheToilet.jpg					Money in the Toilet		True								
3051	BL3051	Need Money	BL3051-NeedMoney.jpg					Need Money		True								
3052	BL3052	New President	BL3052-NewPresident.jpg					New President		True								
3053	BL3053	No Weapons Just Lies	BL3053-NoWeapons-JustLies.jpg					No Weapons Just Lies		True								
3054	BL3054	Obama Missiles	BL3054-ObamaMissiles.jpg					Obama Missiles		True								
3055	BL3055	Occupy Bears Fruit	BL3055-OccupyBearsFruit.jpg					Occupy Bears Fruit		True								
3056	BL3056	Occupy Bus	BL3056-OccupyBus.jpg					Occupy Bus		True								
3057	BL3057	Occupy Toronto Postcard	BL3057-OccupyTorontoPostcard.jpg					Occupy Toronto Postcard		True								
3058	BL3058	Orange Juice	BL3058-OrangeJuice.jpg					Orange Juice		True								
3059	BL3059	Orwell Quotes	BL3059-OrwellQuotes.jpg					Orwell Quotes		True								
3060	BL3060	Painted turtle	BL3060-Painted_turtle_7024.jpg2012paulreevesbrickw					Painted turtle										
3061	BL3061	Parts of the Brain	BL3061-PartsoftheBrain.jpg					Parts of the Brain		True								
3062	BL3062	Passive Resistance	BL3062-PassiveResistance.jpg					Passive Resistance		True								
3063	BL3063	Pi-cake	BL3063-Pi-cake.jpg					Pi-cake										
3064	BL3064	Pie Chart	BL3064-PieChart.jpg					Pie Chart										
3065	BL3065	Pledge of Allegiance	BL3065-PledgeofAllegiance.jpg					Pledge of Allegiance		True								
